# EcoRegistru — nomenclator coduri deșeuri (Lista Europeană a Deșeurilor)
#
# Sursă: Decizia 2014/955/UE (versiunea RO), EUR-Lex CELEX 32014D0955
#   https://eur-lex.europa.eu/legal-content/RO/TXT/HTML/?uri=CELEX:32014D0955
#   accesat: 22.08.2026. Se aplică de la 1 iunie 2015; înlocuiește lista din
#   Decizia 2000/532/CE. NU se folosește anexa 2 la HG 856/2002 (versiunea 2002/2007,
#   iar copiile în circulație au erori de transcriere — vezi docs/surse-oficiale.md).
#   Amprentă: 842 coduri, din care 408 periculoase.
#
# GENERAT — nu edita manual. Regenerare: python scripts/generate_waste_codes.py
# Validat de script și de testul WasteCodeSeedTest (unicitate, format, capitol,
# subcapitol, amprenta pe capitole).
#
# Format: code,name,hazardous
#   code      = 6 cifre formatate "NN NN NN" (FĂRĂ asteriscul de periculozitate)
#   name      = denumirea oficială în română, verbatim; poate conține virgule, deci
#               la citire: codul e până la prima virgulă, hazardous după ultima
#   hazardous = true dacă în LED codul e marcat cu '*' (deșeu periculos), altfel false
#
# Titlurile de capitol (# ==) și de subcapitol (# --)
# păstrează structura listei oficiale: fiecare cod trebuie să stea sub capitolul și
# subcapitolul date de propriile lui cifre. Sunt comentarii — seed-ul le ignoră.

06 01 02,acid clorhidric,true
06 01 03,acid fluorhidric,true
06 01 04,acid fosforic și acid fosforos,true
06 01 05,acid azotic și acid azotos,true
06 01 06,alți acizi,true
06 01 99,deșeuri nespecificate,false
# -- 06 02 deșeuri care provin de la fabricarea, formularea, distribuirea și utilizarea (FFDU) bazelor
06 02 01,hidroxid de calciu,true
06 02 03,hidroxid de amoniu,true
06 02 04,hidroxid de sodiu și de potasiu,true
06 02 05,alte baze,true
06 02 99,deșeuri nespecificate,false
# -- 06 03 deșeuri care provin de la FFDU a sărurilor și a soluțiilor acestora și a oxizilor metalici
06 03 11,săruri solide și soluții cu conținut de cianuri,true
06 03 13,săruri solide și soluții cu conținut de metale grele,true
06 03 14,săruri solide și soluții, altele decât cele specificate la 06 03 11 și 06 03 13,false
06 03 15,oxizi metalici cu conținut de metale grele,true
06 03 16,oxizi metalici, alții decât cei specificați la 06 03 15,false
06 03 99,deșeuri nespecificate,false
# -- 06 04 deșeuri cu conținut de metale, altele decât cele menționate la 06 03
06 04 03,deșeuri cu conținut de arsen,true
06 04 04,deșeuri cu conținut de mercur,true
06 04 05,deșeuri cu conținut de alte metale grele,true
06 04 99,deșeuri nespecificate,false
# -- 06 05 nămoluri de la epurarea efluenților în incintă
06 05 02,nămoluri de la epurarea efluenților în incintă, cu conținut de substanțe periculoase,true
06 05 03,nămoluri de la epurarea efluenților în incintă, altele decât cele specificate la 06 05 02,false
# -- 06 06 deșeuri provenite din FFDU a produselor chimice cu conținut de sulf, din procesele chimice cu sulf și din procesele de desulfurare
06 06 02,deșeuri cu conținut de sulfuri periculoase,true
06 06 03,deșeuri cu conținut de sulfuri, altele decât cele specificate la 06 06 02,false
06 06 99,deșeuri nespecificate,false
# -- 06 07 deșeuri provenite de la FFDU a halogenilor și din procese chimice cu halogeni
06 07 01,deșeuri cu conținut de azbest de la electroliză,true
06 07 02,cărbune activ de la producerea clorului,true
06 07 03,nămol de sulfat de bariu cu conținut de mercur,true
06 07 04,soluții și acizi, de exemplu acid de contact,true
06 07 99,deșeuri nespecificate,false
# -- 06 08 deșeuri provenite de la FFDU a siliciului și a derivaților siliciului
06 08 02,deșeuri cu conținut de clorosilani periculoși,true
06 08 99,deșeuri nespecificate,false
# -- 06 09 deșeuri provenite de la FFDU a produselor chimice conținând fosfor și din procesele chimice cu fosfor
06 09 02,zgură fosforoasă,false
06 09 03,deșeuri de reacții pe bază de calciu care conțin sau sunt contaminate cu substanțe periculoase,true
06 09 04,deșeuri de reacții pe bază de calciu, altele decât cele specificate la 06 09 03,false
06 09 99,deșeuri nespecificate,false
# -- 06 10 deșeuri provenite de la FFDU a produselor chimice cu conținut de azot, din procese chimice cu azot și din producția de îngrășăminte
06 10 02,deșeuri cu conținut de substanțe periculoase,true
06 10 99,deșeuri nespecificate,false
# -- 06 11 deșeuri provenite din fabricarea pigmenților anorganici și a opacizanților
06 11 01,deșeuri de reacții pe bază de calciu de la producerea bioxidului de titan,false
06 11 99,deșeuri nespecificate,false
# -- 06 13 deșeuri din procese chimice anorganice nespecificate în altă parte
06 13 01,produse fitosanitare anorganice, agenți de conservare a lemnului și alte biocide,true
06 13 02,cărbune activ uzat (cu excepția 06 07 02),true
06 13 03,negru de fum,false
06 13 04,deșeuri de la procesele cu azbest,true
06 13 05,Funingine,true
06 13 99,deșeuri nespecificate,false

# == 07 DEȘEURI DIN PROCESELE CHIMICE ORGANICE
# -- 07 01 deșeuri provenite de la fabricarea, formularea, distribuirea și utilizarea (FFDU) produselor organice de bază
07 01 01,lichide apoase de spălare și soluții-mamă,true
07 01 03,solvenți, soluții de spălare și soluții-mamă organice halogenate,true
07 01 04,alți solvenți, soluții de spălare și soluții-mamă organice,true
07 01 07,reziduuri halogenate din blazul coloanelor de distilare și reacție,true
07 01 08,alte reziduuri din blazul coloanelor de distilare și reacție,true
07 01 09,turte de filtrare halogenate și absorbanți uzați halogenați,true
07 01 10,alte turte de filtrare și absorbanți uzați,true
07 01 11,nămoluri de la epurarea efluenților în incintă, cu conținut de substanțe periculoase,true
07 01 12,nămoluri de la epurarea efluenților în incintă, altele decât cele specificate la 07 01 11,false
07 01 99,deșeuri nespecificate,false
# -- 07 02 deșeuri care provin de la FFDU a materialelor plastice, a cauciucului și a fibrelor sintetice
07 02 01,lichide apoase de spălare și soluții-mamă,true
07 02 03,solvenți, soluții de spălare și soluții-mamă organice halogenate,true
07 02 04,alți solvenți, soluții de spălare și soluții-mamă organice,true
07 02 07,reziduuri halogenate din blazul coloanelor de distilare și reacție,true
07 02 08,alte reziduuri din blazul coloanelor de distilare și reacție,true
07 02 09,turte de filtrare halogenate și absorbanți uzați halogenați,true
07 02 10,alte turte de filtrare și absorbanți uzați,true
07 02 11,nămoluri rezultate din epurarea efluenților în incintă, cu conținut de substanțe periculoase,true
07 02 12,nămoluri de la epurarea efluenților în incintă, altele decât cele specificate la 07 02 11,false
07 02 13,deșeuri de materiale plastice,false
07 02 14,deșeuri de aditivi cu conținut de substanțe periculoase,true
07 02 15,deșeuri de aditivi, altele decât cele specificate la 07 02 14,false
07 02 16,deșeuri cu conținut de siliconi periculoși,true
07 02 17,deșeuri cu conținut de siliconi, altele decât cele specificate la 07 02 16,false
07 02 99,deșeuri nespecificate,false
# -- 07 03 deșeuri care provin de la FFDU a vopselelor și pigmenților organici (cu excepția secțiunii 06 11)
07 03 01,lichide apoase de spălare și soluții-mamă,true
07 03 03,solvenți, soluții de spălare și soluții-mamă organice halogenate,true
07 03 04,alți solvenți, soluții de spălare și soluții-mamă organice,true
07 03 07,reziduuri halogenate din blazul coloanelor de distilare și reacție,true
07 03 08,alte reziduuri din blazul coloanelor de distilare și reacție,true
07 03 09,turte de filtrare halogenate și absorbanți uzați halogenați,true
07 03 10,alte turte de filtrare și absorbanți uzați,true
07 03 11,nămoluri rezultate din epurarea efluenților în incintă, cu conținut de substanțe periculoase,true
07 03 12,nămoluri de la epurarea efluenților în incintă, altele decât cele specificate la 07 03 11,false
07 03 99,deșeuri nespecificate,false
# -- 07 04 deșeuri care provin de la FFDU a produselor fitosanitare organice (cu excepția rubricilor 02 01 08 și 02 01 09), a conservanților pentru lemn (cu excepția secțiunii 03 02) și a altor biocide
07 04 01,lichide apoase de spălare și soluții-mamă,true
07 04 03,solvenți, soluții de spălare și soluții-mamă organice halogenate,true
07 04 04,alți solvenți, soluții de spălare și soluții-mamă organice,true
07 04 07,reziduuri halogenate din blazul coloanelor de distilare și reacție,true
07 04 08,alte reziduuri din blazul coloanelor de distilare și reacție,true
07 04 09,turte de filtrare halogenate și absorbanți uzați halogenați,true
07 04 10,alte turte de filtrare și absorbanți uzați,true
07 04 11,nămoluri rezultate din epurarea efluenților în incintă, cu conținut de substanțe periculoase,true
07 04 12,nămoluri de la epurarea efluenților în incintă, altele decât cele specificate la 07 04 11,false
07 04 13,deșeuri solide cu conținut de substanțe periculoase,true
07 04 99,deșeuri nespecificate,false
# -- 07 05 deșeuri care provin de la FFDU a produselor farmaceutice
07 05 01,lichide apoase de spălare și soluții-mamă,true
07 05 03,solvenți, soluții de spălare și soluții-mamă organice halogenate,true
07 05 04,alți solvenți, soluții de spălare și soluții-mamă organice,true
07 05 07,reziduuri halogenate din blazul coloanelor de distilare și reacție,true
07 05 08,alte reziduuri din blazul coloanelor de distilare și reacție,true
07 05 09,turte de filtrare halogenate și absorbanți uzați halogenați,true
07 05 10,alte turte de filtrare și absorbanți uzați,true
07 05 11,nămoluri rezultate din epurarea efluenților în incintă, cu conținut de substanțe periculoase,true
07 05 12,nămoluri de la epurarea efluenților în incintă, altele decât cele specificate la 07 05 11,false
07 05 13,deșeuri solide cu conținut de substanțe periculoase,true
07 05 14,deșeuri solide, altele decât cele specificate la 07 05 13,false
07 05 99,deșeuri nespecificate,false
# -- 07 06 deșeuri care provin de la FFDU a grăsimilor, săpunurilor, detergenților, dezinfectanților și cosmeticelor
07 06 01,lichide apoase de spălare și soluții-mamă,true
07 06 03,solvenți, soluții de spălare și soluții-mamă organice halogenate,true
07 06 04,alți solvenți, soluții de spălare și soluții-mamă organice,true
07 06 07,reziduuri halogenate din blazul coloanelor de distilare și reacție,true
07 06 08,alte reziduuri din blazul coloanelor de distilare și reacție,true
07 06 09,turte de filtrare halogenate și absorbanți uzați halogenați,true
07 06 10,alte turte de filtrare și absorbanți uzați,true
07 06 11,nămoluri rezultate din epurarea efluenților în incintă, cu conținut de substanțe periculoase,true
07 06 12,nămoluri de la epurarea efluenților în incintă, altele decât cele specificate la 07 06 11,false
07 06 99,deșeuri nespecificate,false
# -- 07 07 deșeuri care provin de la FFDU a produselor chimice rezultate din chimia fină și a produselor chimice nespecificate în altă parte
07 07 01,lichide apoase de spălare și soluții-mamă,true
07 07 03,solvenți, soluții de spălare și soluții-mamă organice halogenate,true
07 07 04,alți solvenți, soluții de spălare și soluții-mamă organice,true
07 07 07,reziduuri halogenate din blazul coloanelor de distilare și reacție,true
07 07 08,alte reziduuri din blazul coloanelor de distilare și reacție,true
07 07 09,turte de filtrare halogenate și absorbanți uzați halogenați,true
07 07 10,alte turte de filtrare și absorbanți uzați,true
